parallax,pmra
0.2910627445667387,-2.9073889328920495
0.04484414369803097,-2.7991488465586443
0.09357631085565597,-2.2004135284048907
0.6079850157098369,-2.2529473565107034
-0.31633281755526527,-3.0950758554610145
0.28881994418541285,-3.7189774934253106
0.373072979145879,-2.4821365945614806
0.16266652034939358,-3.1292683155121876
-0.15089383796044056,-1.979434449945208
0.11370351275178361,-2.7157377357845562
0.5858319273851992,0.9079853162822519
0.22439722229968684,-2.6672518832631162
0.17874816120470258,-0.8506579692053127
-0.1631121270593893,-2.677192878861592
0.259292421022661,-2.8115387245389347
0.24071872947923004,-2.758150315774271
0.07138639146975607,-2.357327115705846
0.18806580027329192,-2.6360881810577994
0.200413634843424,-2.7597072638327873
0.6004755598738489,-2.6009482689168646
-0.24448796313436577,-2.314444415830359
0.7330769498415483,-2.7364682172783397
-0.0434478691660896,-4.3700303023886065
0.3152578536493311,-1.7066736644331582
0.017296377063983008,-2.9872988101027906
0.26390898052433165,-3.102506992835988
0.7063117903096781,-3.1251726266497903
,
0.2608998484030184,-3.0191246870520536
,
0.46384721240188426,-2.524108060495258
0.22308678891606762,-3.0368964447799116
-0.8866558536524806,-3.6747287689420096
0.28285708926776243,-2.7579424822893244
,
0.15029850387413304,-1.3260519473639742
0.2506990241285825,-2.498605979706873
0.3428617951509258,-2.6783746890978817
0.5921085574351247,-3.169436293576428
0.9277524834383305,-3.407376879042346
0.268037702301166,-2.8278718449255686
0.5519531109946985,-3.593138961331149
0.28423067297371163,-2.8811885946174303
0.28093732877420885,-2.6009205358252183
-3.9881491360376216,17.427340023985167
0.6215011603313705,-2.927210905495994
0.837878285686665,-1.2358373488056773
0.2898717067273944,-2.8899178523294022
0.22972499778918237,-2.8106437175476975
0.9835061240163077,-1.7964220080449456
0.21958265639862318,-2.7783708109395753
0.3027963046314548,-2.9403045120235727
0.15164358218473725,-2.551012795643897
-0.10009898830653292,-2.668906285800583
0.35256026443835553,-2.9812398519538044
0.3245208774093705,-2.8624367118826575
1.1763036986758284,-1.2587150566851075
0.17775303905045733,-2.71000624812411
0.2694350651870593,-2.750541496314963
-0.38693235745199844,-2.8049462806765253
0.20613150729803903,-2.6697047044069233
0.0948410914561589,-3.6743270087651188
0.31802371757307996,-2.58319857486988
0.3219178510687084,-2.708134555028818
0.528483546609932,-2.9029605641681737
-0.49868570584206884,-2.536074947564943
0.7026593610026469,-7.235773260237945
0.19721664810601103,-2.389526561393784
0.2841554575171074,-2.559933551684527
,
0.2446903522432187,-2.7031857130601753
0.30162095297464947,-2.875329071268224
0.3013374668366004,-3.007797502900341
-0.39685144444067866,-1.4093889481417292
0.37458938195402275,-2.720613926548958
,
0.30946668064085026,-3.2936172831594357
,
0.24685542946789485,-2.838468143965348
0.22506022293430217,-2.67964672044212
-0.03512614541279947,-2.3847856522368183
0.30352252126311663,-2.801034584559021
-0.3699578817153625,-4.595647727810663
0.46557844551472316,-2.087901984758192
0.13496547672648782,-3.337018773884904
-1.6876985306094967,1.1260640683119194
0.6658756191961228,-3.0206908813892066
-0.5754437537922583,-4.372333935482849
0.8641496668349558,0.972454067124104
0.32268869628735114,-2.854709079632591
0.14993286129105646,-2.2691524249379307
0.27650223288883397,-2.8657309555197568
0.3617784847908592,-2.8705857308685836
0.20936649504354202,-2.529269811342143
0.17396847880099736,-2.598884710020773
0.07798561346524613,-2.568133248192816
0.035695492432109226,-2.5363889587307016
0.22351582876027026,-2.6061435861083107
0.27406792859314055,-2.659752420323592
0.2681874956750638,-2.8051209976740914
-0.9296389760141649,5.771377689927538
0.25802127561126,-2.7144852644348205
0.3100696549562058,-2.9886377316668655
0.2922855966310308,-2.6482796714618617
0.10445939969524001,-2.804603702352323
0.2640543988152289,-2.7318262376915703
0.19334141133760252,-2.5409993708297933
-0.28864551087465656,-8.587302261028146
0.30321563249464717,-3.1059278658174514
0.2183033768665107,-2.5914332212186917
0.16571557342292492,-4.854156722188251
0.31112996984321073,-3.0484467664053234
0.19812877995930311,-2.4785246465875015
,
0.31370812677462556,-2.7195387807441795
0.815484791403824,-2.537169467521937
0.050570950946648194,-1.3728337245568232
0.3419812382910227,-2.9199429205312244
0.5397099742234134,-2.4377751794023004
0.26493537046526505,-2.7710461006318314
0.25045011387858196,-2.540737193653788
0.6824449346936925,-2.728621587427452
0.4027621572585545,-2.64549046603059
0.08396257099784346,-2.447235384221531
0.34397046238341256,-2.7991411083914457
-0.4082591165409485,0.4253911728496608
0.20632932107783278,-2.362298669372085
-0.6198299289153409,0.5801681749355357
0.26665992670671146,-3.0161016193426478
0.42755954365596033,-2.1124236398558036
0.1046955654588624,-2.970866736664147
0.4599329701199574,-2.7878658885149097
0.210667861229398,-3.2679343551442264
0.07199616397869264,-3.2825023165130633
0.2156961477727927,-1.22214308903113
0.33523120630048203,-2.80303131490875
1.0174335478090377,-3.5309680510598858
0.6293569604228633,-2.9136760640825576
0.4899539341321067,-2.447881627437958
0.24546491314001537,-2.703265435963096
0.31699909340542115,-3.6556561224668664
,
0.4167324116899814,-2.3492613612493147
0.32301896813115516,-2.7501678599714485
2.449510477165832,0.4237167558731987
-1.2563053780484963,-2.747230863932656
-0.3633402218749354,-3.573814367273128
0.1775167995938342,-2.4571704213589114
,
1.1956919512094017,-0.981783426995702
0.32794690216110944,-2.976481726777843
0.30074377556729137,-2.8399693295718564
0.2589775947990959,-2.693249242351828
0.3337545490393886,-0.9308913921878713
0.3502390530623484,-2.380861870475537
0.38703186978099074,-2.6761587919562655
0.3264292111514154,-1.937091101522673
1.4148686436407878,-3.4266548033207833
0.0509964995531265,-2.855344960675516
0.2911708027995278,-2.7843301741693036
-0.015393298568568432,-3.4401600307424394
-0.915805190771278,-1.0465573255168907
0.2866541473355104,-2.80805836450449
0.3060214846531854,-2.865390943883081
1.14719027237859,-2.0030335943269058
,
0.1505360169718357,-2.9373859579490103
0.260260623741022,-2.6235714200448843
0.0873015101033415,-2.7238386934629033
0.48413001709335324,-3.5872424439899664
0.653624940549978,-2.4987199351742473
1.2969257539582741,-2.4368387780878686
0.4321240216434503,-1.2399747139164505
-0.007316327896256999,-3.0618266648153565
2.9205175128550467,-2.599191258817548
-0.6649400274090865,-2.3971052230159713
1.3246714336263468,-4.408682886611587
0.37067702973266403,-2.3540609648233612
0.5780337037930746,-3.6607261996371427
0.7668777592318243,-1.5747882944459848
-0.8417963054863443,-0.03866756808935845
,
0.2598536115214481,-2.964027330281672
0.5005953352350785,-0.026599358614341206
0.22304643378635666,-2.1251011396779624
0.5749532036788186,-2.2374914659911767
,
-0.06485684494567101,-2.8959502278739495
0.515183589171659,1.58338335774651
-0.06458977780843922,-2.500403419011087
0.1639618287238937,-2.378982577275869
-1.3031387250484265,-4.478463956651932
0.7879949185803768,-2.3802115730744138
-0.3256891380399648,-2.1829935501483746
0.30077863098840546,-3.035272778431199
,
2.8222082354014253,-6.504633138050707
0.4926664944819032,-3.516635075385668
0.02235458559213573,-2.4064662143875184
0.2190562899080558,-2.860726297322819
0.5762629916902081,1.397403524353564
0.1309275854614047,-2.708359098989373
0.23076641096102146,-1.9242910935945226
0.3608259180403376,-1.5577984881768847
,
-0.08961121024954592,-1.9208578554417348
0.7867579726630326,-2.7396753440496044
-0.19690907309223607,-1.9240054929362151
0.35701568930021893,-1.6712587632009113
0.3128896685548215,-2.6103085533316093
0.6667556806077967,1.3159493231330137
-0.1343693167869451,-3.7371305453406016
0.2695724481598442,-3.7771915805359035
1.491706230769653,0.31810223868342136
,
0.4552972733557161,-2.1420315984975984
0.3528251233974719,0.7102632131338249
,
0.11673904019214387,-2.5260700341228843
,
0.18546230420548335,-2.890654507571206
-1.2335234198149838,-1.9601186715570877
0.471113689611387,-2.471553189174783
-0.9540808404347775,-4.02608274629951
-1.6288113199162568,-4.149418095872728
0.268912056142792,-2.431483221517721
-0.030739771074961897,-3.0579654702503722
-0.7672386338704155,2.708460163930213
-1.2816939483682936,3.943160488421502
0.6058743912861447,-2.6728756134048095
,
0.3647477721171415,-3.798676770588145
0.24620012570263358,-2.6062108666311627
0.3758409173425829,-1.62091394055586
-0.9130555542025484,-5.297567968469016
-1.24192606092866,-3.6800546316338427
-0.11316858814203361,-2.6751990070100926
1.5612085064593264,0.7807356154252522
,
0.7134062456465676,-3.2013848047615574
-0.17114041249444986,-2.109870438185466
0.3156711610398775,-2.183207180756194
0.9549203664326692,-5.723707446026184
0.2358253021725923,-2.594221710457753
0.3196822305475381,-1.4987100246510783
0.4501159175695558,-3.2282898553934496
4.5452519003479885,-0.0906782466632857
2.541062510062508,-7.104638700806775
0.010725872457172294,-2.369825199309763
0.10862670765060119,-2.1311326925781144
0.3832305415051982,-1.1607811481778816
,
0.23053739937967177,-2.662033829100535
-1.6420378370815083,-3.694437156314039
0.42916355431153713,-1.861363168543364
-0.06409886583059887,-2.186617197261567
0.3816068334245784,-2.415742485764988
0.6374128009496169,-3.998580824416128
